,text,Date,label
1054,disloyal r far difficult crooked hillary come sides know win teach,10/11/2016,0
1055,exception cheating bernie nom dems always proven far loyal republicans,10/11/2016,0
1056,nice shackles taken fight america way want,10/11/2016,0
1057,weak ineffective leader paul ryan bad conference call members went wild disloyalty,10/11/2016,1
1058,despite winning second debate landslide every poll hard well paul ryan others give zero support,10/11/2016,0
1059,thank pennsylvania movement like never seen votetrumppence together,10/11/2016,0
1060,really america terrible,10/10/2016,0
1061,wow got caught fixing focus group order make crooked hillary look better really pathetic totally dishonest,10/10/2016,1
1062,debate polls look great thank maga americafirst,10/10/2016,0
1063,cnn worst fortunately bad ratings everyone knows biased,10/10/2016,0
1064,paul ryan spend time balancing budget jobs illegal immigration waste time fighting republican nominee,10/10/2016,1
1065,thank great comments debate last night exciting,10/10/2016,1
1066,thank st louis missouri makeamericagreatagain,10/10/2016,0
1067,pro growth econ plan eliminate excessive regulations lean government lower taxes debates,10/10/2016,0
1068,hypocrite single biggest beneficiary citizens united history far debate bigleaguetruth,10/10/2016,0
1069,country slowest growth since bigleaguetruth debate,10/10/2016,0
1070,unite country written tens millions americans deplorables bigleaguetruth debate,10/10/2016,0
1071,country cannot take four years barack obama debate,10/10/2016,0
1072,agree hillary clinton say anything change nothing time turn page president obama,10/10/2016,0
1073,president talk nothing get done debate bigleaguetruth,10/10/2016,0
1074,fact red line syria hrc fact line drawn aug hrc secy state til feb,10/10/2016,0
1075,administration every american treated equally protected equally honored equally debate bigleaguetruth,10/10/2016,0
1076,cannot let evil continue debates,10/10/2016,0
1077,definition ransom,10/10/2016,0
1078,world peaceful prosperous america strongest,10/10/2016,0
1079,hillary clinton accomplishments state department debates rattledhillary,10/10/2016,0
1080,history lesson big difference hillary clinton abraham lincoln one nickname hone,10/10/2016,0
1081,going cut taxes big league middle class raising taxes lowering taxes,10/10/2016,0
1082,need public private position debates,10/10/2016,0
1083,hypocrite claims needs public private stance discussions wall street banks debate,10/10/2016,0
1084,hope msm runs interruption counters consider times moderators interrupted com,10/10/2016,0
1085,called extreme vetting debates,10/10/2016,0
1086,icymi narrative fight maga,10/10/2016,0
1087,crookedhillary failed world bigleaguetruth debates,10/10/2016,0
1088,law debates,10/10/2016,0
1089,bill clarified meant calling obamacare disaster actually disaster pretty clear debate,10/10/2016,0
1090,must repeal obamacare replace much competitive comprehensive affordable system debate maga,10/10/2016,0
1091,obama clinton told lie sell obamacare debates,10/10/2016,0
1092,attn five staffers need fbi immunity bigleaguetruth debates,10/10/2016,0
1093,hillary deleted emails daughter wedding lot wedding emails debate,10/10/2016,0
1094,basically nothing hillary said secret server true crookedhillary,10/10/2016,0
1095,win going instruct ag get special prosecutor look situation bc never anything like lies,10/10/2016,0
1096,donald j trump history empowering women bigleaguetruth,10/10/2016,0
1097,never anyone abusive women politics bill clinton words unfortunate clintons actions far worse,10/10/2016,0
1098,proud locker room talk world serious problems need serious leaders debate bigleaguetruth,10/10/2016,0
1099,simple make america great debate bigleaguetruth,10/10/2016,0
1100,team deplorables taking twitter account tonight debate makeamericagreatagain,10/10/2016,0
1101,join facebooklive conclude final debate preparations,10/09/2016,0
1102,palestinian terror attack today reminds world grievous perils facing israeli citizens continued,10/09/2016,0
1103,exclusive video broaddrick willey jones bill defenders crimes terrified enabler hillary,10/09/2016,0
1104,la times usc dornsife sunday poll donald trump retains point lead hillary,10/09/2016,0
1105,many self righteous hypocrites watch poll numbers elections go,10/09/2016,1
1106,black democrat trump train,10/09/2016,1
1108,politicians count people behind trump way white house,10/09/2016,1
1109,republican leadership one job help elect nominee voted donald j trump,10/09/2016,1
1110,woman continues support stand trump dtmag thank,10/09/2016,1
1111,exclusive video interview bill clinton accuser juanita broaddrick relives brutal rapes,10/09/2016,0
1112,tremendous support except republican leadership thank,10/09/2016,1
1113,thank great supporters wisconsin heard crowd enthusiasm unreal,10/09/2016,1
1114,media establishment want race badly never drop race never let supporters maga,10/08/2016,1
1115,certainly interesting hours,10/08/2016,1
1116,statement,10/08/2016,0
1117,thoughts prayers millions people path hurricane matthew look neighbors listen,10/07/2016,0
1118,trump speaking exact tone waterville valley night first realized gonna gop nominee,10/07/2016,0
1119,new national rasmussen poll,10/06/2016,0
1120,thank tennessee maga,10/06/2016,0
1121,vote trumppence,10/06/2016,0
1122,donald trump president americans,10/06/2016,0
1123,volunteer trump election observer sign today makeamericagreatagain,10/06/2016,0
1124,praying everyone florida hoping hurricane dissipates event please careful,10/06/2016,0
1125,new virginia poll thank going show whole world america back bigger better,10/06/2016,0
1126,pennsylvania poll released two rallies mon join ambridge,10/06/2016,0
1127,nation immigration customs enforcement officers ice make first ever presidential endorsement,10/06/2016,0
1128,great honor,10/06/2016,0
1129,amazing rally reno nevada thank make sure get vote trumppence together put,10/06/2016,0
1130,reuters polling thank makeamericagreatagain,10/05/2016,0
1131,thank south carolina everyone get vote makeamericagreatagain,10/05/2016,0
1132,early voting mn ia already underway states coming next week oh az check w local officials details vote,10/05/2016,0
1133,small business says trump pick president,10/05/2016,0
1134,thank kind remarks important issue ptsd dishonest media great arizona yesterday,10/05/2016,0
1135,bill clinton right obamacare crazy work make sense thanks bill telling truth,10/05/2016,0
1136,thank henderson nv movement like never seen watch rally via facebook page,10/05/2016,0
1137,begin rally henderson nevada new reuters poll thank join movement,10/05/2016,0
1138,beautiful morning thank,10/05/2016,0
1139,constant interruptions last night tim kaine allowed mike pence big,10/05/2016,1
1140,mike pence big proud mike,10/05/2016,1
1141,cannot believe often moderator interrupts pence vs guy obvious true,10/05/2016,1
1143,clinton top aides mired conflict interest state department bigleaguetruth,10/05/2016,0
1144,reason vote hillary clinton vote liberty vote,10/05/2016,1
1145,careless use secret server put national security risk vpdebate bigleaguetruth,10/05/2016,0
1146,clinton weak north korea vpdebate,10/05/2016,0
1147,clinton close ties putin deserve scrutiny vpdebate,10/05/2016,0
1148,sanctions relief clinton obama iran nuclear deal likely go terrorists bigleaguetruth vpdebate,10/05/2016,0
1149,wrong defense bigleaguetruth vpdebate,10/05/2016,0
1150,icymi pence ran state worked kaine ran state failed,10/05/2016,0
1151,anti defense senator vpdebate bigleaguetruth,10/05/2016,0
1152,clinton flailing syria policy judged failure vpdebate,10/05/2016,0
1153,defeat isis vpdebate,10/05/2016,0
1154,saying mike pence dominating debate vpdebate,10/05/2016,0
1155,agree mike thank law enforcement officers vpdebate police officers best us,10/05/2016,0
1156,sneers millions average americans vpdebate bigleaguetruth,10/05/2016,0
1157,pence prepared homework outperform kaine,10/05/2016,1
1158,oversaw unemployment increase decreased unemployment indiana,10/05/2016,0
1159,good,10/05/2016,1
1160,gets americans killed benghazi need maga,10/05/2016,1
1162,kaine says hillary plans could care less kaine thinks,10/05/2016,1
1163,want fired president people govt wasting tax,10/05/2016,1
1164,great job far contest,10/05/2016,1
1166,kaine looks like evil crook batman movies,10/05/2016,1
1167,agree kaine looks like fool,10/05/2016,1
1169,pence much likeable kaine cbsnews,10/05/2016,1
1170,great opening pence,10/05/2016,1
1171,wow kaine go seconds without lie marines military scared liar running bengazi,10/05/2016,1
1172,nevada sorry inform kellyanne audience better luck next time,10/05/2016,0
1173,looking good begin,10/05/2016,1
1174,go enjoy,10/05/2016,1
1175,live tweeting v p debate exciting make america great,10/05/2016,1
1176,wow negative panel joke biased dumb turning get fair shake mike great,10/05/2016,1
1177,wow hear bill clinton statement bad obamacare hillary happy saying repeal replace,10/04/2016,1
1178,join movement,10/04/2016,0
1179,thank arizona movement like nobody ever seen together going make america safe,10/04/2016,0
1180,childcare plan makes difference working families money freedom americafirst means,10/04/2016,0
1181,watching great governor live tweeting vp debate tonight starting pm est enjoy,10/04/2016,0
1182,join reno nevada tomorrow pm americafirst magatickets,10/04/2016,0
1183,join reno nevada wednesday pm reno sparks convention center magatickets,10/04/2016,0
1184,thank colorado maga,10/04/2016,0
1185,must bring truth directly hard working americans want take country back bigleaguetruth,10/03/2016,0
1186,thank pueblo colorado trumprally americafirst,10/03/2016,0
1187,join henderson nevada wednesday maga tickets,10/03/2016,0
1188,announced iraq u preparing battle reclaim mosul announce makes mission much harder,10/02/2016,1
1189,melania extend warmest greetings observing rosh hashanah united states israel around world,10/02/2016,0
1190,bernie pull endorsement crooked hillary decieved attacked supporters,10/02/2016,0
1192,created tens thousands jobs bring back great american prosperity hillary created jobs fbi doj,10/02/2016,1
1193,know complex tax laws better anyone ever run president one fix failing,10/02/2016,1
1194,heading pennsylvania big rally tonight make america great,10/01/2016,1
1195,wow saw really bad ratings people want watch bad product builds crooked hillary,10/01/2016,1
1196,called commission presidential debates admitted us djt audio sound level bad fix,10/01/2016,1
1197,debate decide without watching totally one sided spin followed despite really bad microphone,10/01/2016,1
1198,crooked h nasty sanders supporters behind closed doors owned wall st politicians hrc,10/01/2016,0
1199,believe americafirst means family first childcare plan reflects needs modern working clas,10/01/2016,0
1200,thank novi michigan get vote trumppence together make america great,09/30/2016,0
1201,thank support way see soon trumptrain,09/30/2016,0
1202,join pueblo colorado monday afternoon pm trumprally,09/30/2016,0
1203,people knocking tweeting three clock morning least know awake answer call,09/30/2016,1
1204,hillary points ahead maybe email scandal policies spread isis calling millions,09/30/2016,0
1205,people really smart cancelling subscriptions dallas arizona papers usa today lose readers people get,09/30/2016,0
1206,remember believe sources said dishonest media name sources sources exist,09/30/2016,1
1207,crooked hillary help disgusting check sex tape past alicia become u citizen could use debate,09/30/2016,1
1208,using alicia debate paragon virtue shows crooked hillary suffers bad judgement hillary set con,09/30/2016,1
1209,wow crooked hillary duped used worst miss u hillary floated angel without checking past terrible,09/30/2016,1
1210,anytime see story campaign saying sources said believe sources made lies,09/30/2016,1
1211,wow see badly clinton news network ratings people like could expect,09/30/2016,1
1212,hillary profits rigged system fighting remember simple phrase followthemoney,09/29/2016,0
1213,thank joining afternoon new hampshire back soon followthemoneyspeech transcript,09/29/2016,0
1214,join manheim pennsylvania saturday pm trumprallytickets,09/29/2016,0
1215,condolences involved today horrible accident nj deepest gratitude amazing first responders,09/29/2016,0
1216,novi michigan friday pm join movement tickets available,09/29/2016,0
1217,join bedford new hampshire tomorrow pm wait see everyone americafirst maga,09/29/2016,0
1218,thank waukesha wisconsin full transcript speech followthemoney,09/29/2016,0
1219,joining waukesha wisconsin live enjoy,09/29/2016,0
1220,join live waukesha wisconsin pme rally americafirst maga,09/28/2016,0
1221,thank council bluffs iowa back soon remember everything need know hillary,09/28/2016,0
1222,honor meet polish american congress chicago morning imwithyou video,09/28/2016,0
1223,melania extend deepest condolences family shimon peres,09/28/2016,0
1224,join council bluffs iowa today pm makeamericagreatagain tickets,09/28/2016,0
1225,every line poll time magazine drudge etc winning debate thank fox friends reporting,09/28/2016,1
1226,supporters best million hard working people know shatter record,09/28/2016,0
1227,unbelievable evening melbourne florida w supporters additional could get tha,09/28/2016,0
1228,join pm rally tomorrow mid america center council bluffs iowa tickets,09/27/2016,0
1229,government people join movement today,09/27/2016,0
1230,hillary clinton campaign continues make false claims foundation disclosure,09/27/2016,0
1231,cnbc time magazine online polls say donald trump first presidential debate via maga,09/27/2016,0
1232,great afternoon little havana hispanic community leaders thank support imwithyou,09/27/2016,0
1233,last hrs raised online donations national call day still going thank america maga,09/27/2016,0
1234,well saying nbc presidential forum last night big debate nice,09/27/2016,1
1235,thank endorsement maga,09/27/2016,0
1236,great honor final debate polls movement wins americafirst maga imwithyou,09/27/2016,0
1237,u murders increased via,09/27/2016,0
1238,thank trumpwon maga,09/27/2016,0
1239,hillary failing years getting job done never change,09/27/2016,0
1240,true blue collar billionaire donald trump shows hillary clinton touch,09/27/2016,0
1241,trend twitter right trumpwon thank,09/27/2016,0
1242,every poll last nights presidential debate except little watched poll,09/27/2016,0
1243,trump bar full undecideds democrats,09/27/2016,0
1244,really enjoyed debate last night crooked hillary says going many things done last years,09/27/2016,1
1245,great debate poll numbers discuss enjoy,09/27/2016,1
1246,thank four new debatenight polls movement winning together make america safe great,09/27/2016,0
1247,first presidential debate poll trump clinton join movement today lets maga,09/27/2016,0
1248,thank cnbc debatenight poll votes trump clinton americafirst imwithyou,09/27/2016,0
1249,time debatenight poll votes thank americafirst maga,09/27/2016,0
1250,said historic victory trump nice,09/27/2016,1
1251,wow great debate polls except watch thank,09/27/2016,1
1252,thank governor americafirst debates,09/27/2016,0
1253,thank governor lets make america safe great american people americafirst,09/27/2016,0
1254,thank senator debates maga,09/27/2016,0
1255,nuclear agreement paved way million ransom payment debatenight,09/27/2016,0
1256,nothing emails nothing corrupt clinton foundation nothing benghazi debates debatenight,09/27/2016,0
1257,obama isis strategy allowed expand become global threat debatenight,09/27/2016,0
1258,russia warheads ever n korea testing nukes iran got sweetheart deal keep thanks,09/27/2016,0
1259,hillary clinton failed world libya syria iran iraq asia pivot russian reset benghazi,09/27/2016,0
1260,hillary clinton candidate stage voted iraq war debates maga,09/27/2016,0
1261,campaign supporters trafficked rumors obama heritage debatenight,09/27/2016,0
1262,stand police protect americans debates maga,09/27/2016,0
1263,simple fact typical politician talk action debates,09/27/2016,0
1264,hillary bad tax habit,09/27/2016,0
1265,clinton economy taxes spending debatenight,09/27/2016,0
1266,part rigged dc system years would take policy advice debates,09/27/2016,0
1267,instead driving jobs wealth away america become world great magnet innovation job creati,09/27/2016,0
1268,channels john kerry trade bad trade deals tpp debates,09/27/2016,0
1269,obama policies increased debt trillion last years,09/27/2016,0
1270,hillary clinton points ahead debatenight,09/27/2016,0
1271,team deplorables managing twitter account evenings debate tune debatenight trumppence,09/26/2016,0
1272,new national bloomberg poll released thank join movement trumptrain,09/26/2016,0
1273,really sad news great arnold palmer king died one like true champion truly missed,09/26/2016,1
1274,five people killed washington state middle eastern immigrant many people died weekend ohio drug overdoses n c riots,09/26/2016,1
1275,readout meeting israeli prime minister benjamin netanyahu,09/25/2016,0
1276,looking forward meeting benjamin netanyahu trump tower,09/25/2016,1
1277,bernie sanders gave hillary dem nomination gave e mails issue gotten bigger,09/25/2016,1
1278,many team staff bernie sanders treated badly hillary clinton campaign like trump trade lot,09/25/2016,1
1279,thank roanoke virginia movement join us today sign,09/24/2016,0
1280,dopey mark cuban failed benefactor fame wants sit front row perhaps put gennifer flowers right alongside,09/24/2016,0
1281,back virginia tonight pm rally berglund center roanoke join tickets,09/24/2016,0
1282,trump headed win says professor predicted years presidential outcomes,09/24/2016,1
1283,endorsement wonderful surprise greatly appreciate support tremendous victory november th,09/24/2016,1
1284,today day knock doors make calls us national day action trumptrain maga,09/24/2016,0
1285,crooked hillary bad judgement forced announce would go charlotte saturday grandstand dem pols said way dumb,09/24/2016,1
1286,join roanoke virginia tomorrow berglund center coliseum pm tickets available,09/23/2016,0
1287,trump would stimulate u economy,09/23/2016,0
1288,hillary clinton lost every republican ever including never trump farmers sm biz saying tax estates,09/23/2016,0
1289,tomorrow day knock doors make calls us national day action trumptrain maga,09/23/2016,0
1290,spoke governor north carolina today tremendous job tough circumstances,09/23/2016,0
1291,campaign movement makeamericagreatagainsign today win,09/23/2016,0
1292,join roanoke virginia saturday evening pm maga,09/22/2016,0
1293,,09/22/2016,1
1294,interviewed cleveland ohio tonight p enjoy,09/22/2016,1
1295,love beautiful gals two amazing women,09/22/2016,1
1296,trump thank,09/22/2016,1
1297,great new polls thank nevada north carolina ohio join movement today lets maga,09/21/2016,0
1298,thank toledo ohio important get vote november lets make america safe,09/21/2016,0
1299,hopefully violence unrest charlotte come immediate end injured get well soon need unity leadership,09/21/2016,0
1300,situations tulsa charlotte tragic must come together make america safe,09/21/2016,0
1301,movement campaign leaving past behind changing future together make america saf,09/21/2016,0
1302,thank kenansville north carolina remember november th special interest gravy train coming,09/21/2016,0
1303,thank high point nc fight every neglected part nation fight bring us together,09/20/2016,0
1304,hillary clinton taking day needs rest sleep well hillary see debate,09/20/2016,0
1305,heading north carolina two big rallies soon bring jobs back belong,09/20/2016,0
1306,people notice hillary copying airplane rallies puts plane behind like beginning,09/20/2016,0
1307,thank nevada americafirst makeamericagreatagain,09/20/2016,0
1308,thank georgia americafirst makeamericagreatagain,09/20/2016,0
1309,crooked hillary fighting isis whatever years new ideas time change,09/20/2016,1
1310,amazing rally florida movement join us today,09/20/2016,0
1311,together make america safe great imwithyou americafirst,09/20/2016,0
1312,interviewed tonight florida enjoy,09/20/2016,0
1313,philly fop chief presidential endorsement clinton blew police,09/19/2016,0
1314,hillary clinton weakness secretary state emboldened terrorists world cont,09/19/2016,0
1315,someone told ok turns terrorist wants destroy country people get thru system,09/19/2016,0
1316,great job law enforcement proud embrace without country,09/19/2016,0
1318,candidate keep us safe,09/19/2016,1
1319,enjoy,09/19/2016,1
1320,terrible attacks ny nj mn weekend thinking victims families americans need strong,09/19/2016,0
1321,leadership obama clinton americans experienced attacks home victories abroad time change playbook,09/19/2016,0
1322,happy birthday united states air force,09/18/2016,0
1323,would like express warmest regards best wishes condolences families victims horrible bombing nyc,09/18/2016,1
1324,never met never liked dopey robert gates look mess u always speaks badly many bosses including obama,09/17/2016,1
1325,heading colorado big rally massive crowd great people soon polls looking good,09/17/2016,1
1326,lawyers want sue failing badly irresponsible intent said watching really disgusting,09/17/2016,1
1327,failing gone nuts crooked hillary badly willing say anything become laughingstock rag,09/17/2016,1
1328,crazy maureen dowd wacky columnist failing pretends knows well wrong,09/17/2016,0
1329,wacky hardly knows makes things never said boring interviews column neurotic dope,09/17/2016,0
1330,get ratings low getting worse boring anti trump panelists mostly losers life,09/17/2016,1
1331,never met former defense secretary robert gates knows nothing look results guidance total disaster,09/17/2016,1
1332,crooked hillary wants take nd amendment rights away guns taken heavily armed secret service detail maybe,09/17/2016,1
1333,thoughts prayers go police officers philadelphia,09/17/2016,0
1334,donald trump birther event greatest trick ever pulled,09/17/2016,0
1335,interesting take,09/17/2016,0
1336,arrived texas informed two officers shot thoughts prayers,09/17/2016,0
1337,leaving miami houston oklahoma colorado miami crowd fantastic,09/17/2016,1
1338,great parade villages love maga thank incredible support forget,09/16/2016,0
1339,truly honored grateful receiving much support american heroes,09/16/2016,0
1340,going brand new trump international hotel c major statement,09/16/2016,1
1341,thank great evening laconia new hampshire back soon americafirst,09/16/2016,0
1342,thedonald hair gets jimmyfallon treatment thetonightshow trumppence true,09/16/2016,1
1344,instead driving jobs wealth away america become world great magnet innovation job creation,09/15/2016,0
1345,joining pme tonight enjoy,09/15/2016,0
1346,interviewed tonight pm enjoy,09/15/2016,0
1347,full transcript economic plan delivered economic club new york maga,09/15/2016,0
1348,thank,09/15/2016,0
1349,thank law enforcement officers across america lesm maga,09/15/2016,0
1350,thank enjoyed tour spending time everyone see soon maga,09/15/2016,0
1351,enjoy,09/15/2016,1
1352,vote pennsylvania trump thank,09/15/2016,1
1353,never fan colin powell weak understanding weapons mass destruction iraq disaster much better,09/15/2016,1
1354,interviewed tomorrow enjoy,09/15/2016,0
1355,great poll nevada thank see soon maga americafirst,09/15/2016,0
1356,great evening canton ohio thank going make america great join us,09/15/2016,0
1357,honor interviewed wonderful detroit last week tune pme enjoy,09/15/2016,0
1358,thank ohio landed canton rally civic center join pm,09/14/2016,0
1359,thank florida wait see friday miami join,09/14/2016,0
1360,thank imwithyouvideo,09/14/2016,0
1361,great poll florida thank imwithyou americafirst,09/14/2016,0
1362,thank ohio see tonight,09/14/2016,0
1363,russia took crimea called obama years know obama get free pass,09/14/2016,1
1364,president obama working instead campaigning hillary clinton,09/14/2016,1
1365,thank rep,09/14/2016,0
1366,thank rep,09/14/2016,0
1367,thank,09/14/2016,0
1368,child care reforms make america great transcript,09/14/2016,0
1369,imwithyou americafirst,09/13/2016,0
1370,thank clive iowa,09/13/2016,0
1371,join us today together makeamericagreatagain,09/13/2016,0
1372,heading iowa join today noon makeamericagreatagaintickets,09/13/2016,0
1373,join clive iowa tomorrow noon americafirst magatickets,09/13/2016,0
1374,saw ur speech twitter u give hope optimism feel though room u pray ur success,09/13/2016,1
1375,got back asheville north carolina massive rally spirit crowd unbelievable thank maga,09/13/2016,1
1376,stopped thank tremendous men women hard work,09/12/2016,0
1377,enjoy,09/12/2016,1
1378,interviewed,09/12/2016,1
1379,neverforget,09/11/2016,0
1380,seriously failing despite much winning poll numbers soon put first place writes dishonest hits,09/11/2016,1
1381,hillary clinton moment terrible thing said many great americans,09/10/2016,1
1382,hillary said horrible things supporters many supporters never vote still respect,09/10/2016,1
1383,really sad republicans would allow used clinton ad lindsey graham romney flake sass supreme court remember,09/10/2016,1
1384,wow hillary clinton insulting supporters millions amazing hard working people think cost polls,09/10/2016,1
1385,missouri today melania funeral wonderful truly respected woman phyllis,09/10/2016,1
1386,watched obviously tony total whack job,09/10/2016,1
1387,returned pensacola florida crowd incredible,09/10/2016,1
1388,havn seen many years hardly knows never liked style super lib crooked h supporter irrelevant dope,09/10/2016,1
1389,dummy writer wanted second book years said hostile basket case feels jilted,09/10/2016,1
1390,thank florida going make america great join us americafirst,09/10/2016,0
1391,delivering major speech tonight live pm pensacola florida,09/10/2016,0
1392,thank ohio together make america great,09/09/2016,0
1393,great honor endorsed popular successful va state much want win thx jim,09/09/2016,0
1394,make america great americafirst imwithyou,09/09/2016,0
1395,henry mcmaster lt governor south carolina endorsed beat failed announcer bakari sellers badly funny,09/09/2016,0
1396,jeff zucker failed failing,09/09/2016,0
1397,unwatchable news fiction theyare disgrace broadcasting industry arm clinton campaign,09/09/2016,0
1398,documentary aired total waste time even know many people spoke joke,09/09/2016,1
1399,final poll results nbc last nights commander chief forum thank imwithyou maga,09/09/2016,0
1400,matt lauer hurt hillary last night dumb answer emails veteran said jail,09/09/2016,0
1401,poll results last nights commander chief forum americafirst trumptrain,09/08/2016,0
1402,last nights results poll taken nbc americafirst imwithyou,09/08/2016,0
1403,luis mexico united states would made wonderful deals together mexico us would benefitted,09/08/2016,0
1404,mexico lost brilliant finance minister wonderful man know highly respected president pe nieto,09/08/2016,0
1405,hillary clinton answered email questions differently last night past totally confused unfit serve potus,09/08/2016,0
1406,hillary gave disastrous news conference tarmac make poor performance last night decimated media,09/08/2016,0
1407,rough night hillary clinton abc news,09/08/2016,1
1408,wow reviews thank,09/08/2016,1
1409,coming,09/08/2016,1
1410,thank nice reviews last night,09/08/2016,1
1411,thank america great commanderinchiefforum polls,09/08/2016,0
1412,thank fantastic veterans reviews polls almost everyone commander chief presentation great nice,09/08/2016,1
1413,thank peter elected think big country never let american people americafirst,09/07/2016,0
1414,wow thank pensacola fl see friday pm join,09/07/2016,0
1415,americafirst,09/07/2016,0
1416,donald trump leads hillary clinton points among military veteran voters poll americafirst maga,09/07/2016,0
1418,interviewed tonight pme enjoy,09/07/2016,0
1419,thank north carolina get votetrump makeamericagreatagain,09/07/2016,0
1420,great meeting military spouses virginia joined,09/06/2016,0
1421,thank amazing military families service members veterans imwithyou,09/06/2016,0
1422,join pensacola florida friday pm votetrump,09/06/2016,0
1423,thank votetrump imwithyou,09/06/2016,0
1424,mainstream media never covered hillary massive hacking coughing attack yet trending,09/06/2016,0
1425,message undecided voters please wake vote donaldtrump trump pence important save america late,09/06/2016,1
1426,thank americafirst,09/06/2016,0
1427,tribute late great phyllis schlafly hope everybody go get latest book conservative case trump,09/06/2016,0
1428,china provide red carpet stairway air force one philippines president calls obama son whore terrible,09/06/2016,1
1429,truly great phyllis schlafly honored strong endorsement president passed away special,09/06/2016,1
1430,thank ohio americafirst,09/05/2016,0
1431,heading youngstown ohio great polls americafirst,09/05/2016,0
1432,thank american legion post hosting roundtable labor leaders laborday maga,09/05/2016,0
1433,laborday americafirstvideo,09/05/2016,0
1434,believe chinese would give obama proper stairway get plane fight tarmac,09/05/2016,0
1435,president obama putin fail reach deal syria else new obama natural deal maker makes bad deals,09/05/2016,0
1437,biker rally perry kansas everyone fan love,09/05/2016,1
1438,trump leads get real lose big,09/05/2016,1
1439,need show americans hillary kill country vote trump,09/05/2016,1
1441,lyin hillary clinton told fbi know c markings documents stood classified happening,09/04/2016,1
1442,african american community democrats failed fifty years high crime poor schools jobs fix vote,09/04/2016,1
1443,polls close crooked hillary getting bed campaign tomorrow hammer devices acid wash e mails,09/04/2016,1
1444,great state arizona massive rally amazing people weak ineffective senator jeff flake sad,09/04/2016,1
1445,republican party needs strong committed leaders weak people going stop illegal immigration,09/04/2016,1
1446,cnn biased never ever watch trump,09/04/2016,1
1447,crooked hillary v p pick said morning aware russia took crimea total lie taken term,09/04/2016,1
1448,wow failing reported properly crooked fbi release back pack longer credible source,09/04/2016,1
1449,disgusting bias hard time promoting crooked hillary light new e mail scandals,09/03/2016,1
1450,great visit detroit church fantastic reception talks small protest outside inside large wonderful crowd,09/03/2016,1
1451,returning pensacola bay center florida friday pm join,09/03/2016,0
1452,thank great faith ministries international bishop wayne jackson detroit,09/03/2016,0
1453,imwithyou,09/03/2016,0
1454,americafirst imwithyou,09/02/2016,0
1455,great new poll iowa thank makeamericagreatagain imwithyou,09/02/2016,0
1456,visited trump tower campaign headquarters last night returning ohio arizona packed great pros win,09/02/2016,1
1457,people surprised ground game nov army volunteers people great spirit want maga,09/02/2016,1
1458,heard crazy dumb mental breakdown talking low ratings joe mess,09/02/2016,1
1459,interviewed tonight pm enjoy,09/01/2016,0
1460,promising new legacy america going create new american future thank ohio imwithyou,09/01/2016,0
1461,thank morning enjoyed time everyone alconvention,09/01/2016,0
1462,poll numbers way making big progress,09/01/2016,1
1463,thank great review speech immigration last night thank also great people arizona,09/01/2016,1
1464,mexico pay wall,09/01/2016,1
1465,trump administration called americafirst imwithyou,09/01/2016,0
1466,hillary clinton strength stamina make america great americafirst,09/01/2016,0
1467,amnesty makeamericagreatagain imwithyou,09/01/2016,0
1468,mexico pay wall makeamericagreatagain imwithyou,09/01/2016,0
1469,arrived arizona imwithyou,09/01/2016,0
1470,great trip mexico today wonderful leadership high quality people look forward next meeting,09/01/2016,1
1471,hillary clinton go louisiana go mexico drive stamina make america great,09/01/2016,0
1472,former president vicente fox railing visit mexico today also invited apologized using f bomb,08/31/2016,1
1473,thank washington together make america safe great imwithyou americafirst,08/31/2016,0
1474,accepted invitation president enrique pena nieto mexico look much forward meeting tomorrow,08/31/2016,0
1475,thank north carolina maga,08/30/2016,0
1476,thank america maga,08/30/2016,0
1477,looking forward seeing everett packed house,08/30/2016,1
1478,day one said going build great wall southern border much stop illegal immigration watch wednesday,08/30/2016,1
1479,join thursday wilmington ohio noon imwithyoutickets,08/30/2016,0
1480,join wednesday phoenix arizona pm imwithyoutickets,08/30/2016,0
1481,makeamericagreatagain imwithyou,08/29/2016,0
1482,repeal replace horrible disaster known obamacare,08/29/2016,0
1483,crookedhillary,08/29/2016,0
1484,african americans seeing bad job hillary type policy management done inner cities want trump,08/29/2016,1
1485,crooked hillary brainpower highly overrated probably decision making bad stated bernie bad judgement,08/29/2016,1
1486,anyone know crooked hillary tried hard unable pass bar exams washington c forced go elsewhere,08/29/2016,1
1488,thank clarence henderson telling know racism donaldtrump via,08/29/2016,1
1490,inner city crime reaching record levels african americans vote trump know stop slaughter going,08/29/2016,1
1491,look bad getting much crime many shootings take african americans latinos vote trump safe,08/29/2016,1
1492,making major speech illegal immigration wednesday great state arizona big crowds looking larger venue,08/28/2016,1
1493,think candidates crooked hillary release detailed medical records problem hillary,08/28/2016,1
1494,today rd anniversary march washington today honor enduring fight justice equality opportunity,08/28/2016,0
1495,thank arizona votetrump,08/28/2016,0
1496,join tuesday everett washington xfinity arena tickets,08/28/2016,0
1498,national debt january trillionaugust trillion,08/28/2016,0
1499,honor amazing root family join iowa inspired courage bravery,08/28/2016,0
1500,thank iowa imwithyou,08/27/2016,0
1501,landed iowa attend great event honor wonderful senator look forward friends,08/27/2016,0
1502,condolences dwyane wade family loss nykea aldridge thoughts prayers,08/27/2016,0
1503,dwyane wade cousin shot killed walking baby chicago saying african americans vote trump,08/27/2016,0
1506,heroin overdoses taking children others midwest coming southern border need strong border wall,08/27/2016,1
